title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
Degradable Biocomposite Thermoplastic Polyurethanes,Active,,32.8339,-117.2575,Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment (BOTTLE) FOA,Secure & Sustainable Materials RD&D,Degradable Biocomposite Thermoplastic Polyurethanes,"University of California, San Diegon",2088114,CA,4/1/2021,"The proposed work described by University of California at San Diego is to incorporate microbial spores into thermoplastic polyurethanes (TPU) to form biofunctional composite materials. The microbial spore will serve as a functional filler, but more importantly as catalysts to promote biodegradation at the end of the composite material's lifecycle. The non-pathogenic microbial strain enrichment strategy along with metabolic pathway engineering will be utilized to enhance degradation and improve TPU breakdown. Upon the success of this research, the proposed materials could be immediately integrated into the supply chain and translated to end-use biodegradable products with negligible disruption in materials fabrication. Additionally, this new technology would be transformative to the chemical industry by increasing industrial resource efficiencies and providing sustainable solutions to conventional polymer and plastics based products.",Jonathan Pokorski,N/A,BOTTLE: Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment,3/31/2024,,https://www.energy.gov/articles/us-department-energy-announces-27-million-plastics-recycling-research-and-development
Highly Recyclable Thermosets for Lightweight Composites,Active,,41.07345,-81.51315,Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment (BOTTLE) FOA,Secure & Sustainable Materials RD&D,Highly Recyclable Thermosets for Lightweight Composites,U of Akron          ,1360250,OH,4/1/2021,"The University of Akron aims to develop novel highly recyclable thermoset materials, termed vitrimers, that combine mechanical advantages of thermosets with the recyclability of thermoplastics. The enabling technology of vitrimers will improve the recovery of the energy intensive carbon fibers and the thermoset material and provide end-of-life value for the composites. Widespread use of a successful vitrimer system in CFRP will support the U.S. lightweighting strategy in industrial applications such as aviation and vehicles, which is a critical source of end-user energy savings. Raytheon Technologies Corporation, as a global aerospace conglomerate, conducts edge-cutting interdisciplinary research in state-of-the-art laboratories for materials characterization with key staff leading the disciplines of probabilistic risk assessment, life cycle assessment, techno-economic analysis, and reliability engineering. Pacific Northwest National Laboratory (PNNL) offers competitive research resources and capabilities in polymer chemistry, polymer processing and composite testing by leveraging PNNL's Environmental Molecular Sciences Laboratory, Polymer Analysis Laboratories and Applied Processing and Engineering Facility.",Junpeng Wang,"PNNL, Raytheon Technologies",BOTTLE: Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment,5/31/2024,,https://www.energy.gov/articles/us-department-energy-announces-27-million-plastics-recycling-research-and-development
Hybrid Chemical-Mechanical Separation and Upcycling of Mixed Plastic Waste,Active,,41.5067,-81.60535,Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment (BOTTLE) FOA,Secure & Sustainable Materials RD&D,Hybrid Chemical-Mechanical Separation and Upcycling of Mixed Plastic Waste,Case Western Reserve University,2138539,OH,6/1/2021,"The main objective of this project is to develop a hybrid mechanical-chemical recycling technology for multilayered and laminated plastics. In particular, we aim to separate and upcycle up to more than 80% of the two main constituents of such structures, polyolefins and polyesters, for a significantly lower cost and at higher energetic efficiency and much larger throughputs than chemical recycling. Critical to that success will be use of a new twin-screw extrusion technology for continuous separation of materials in the melt and the modification of current recycling technologies, in particular catalytic cracking for PE and glycolysis and hydrolysis for PET, to extrusion. Multi-scale computational modeling will be integrated with the chemical and processing studies to inform the latter on optimal catalytic and degradation routes, microstructure development and rheological behavior, and process kinetics and optimization.",Joao Maia,N/A,BOTTLE: Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment,11/30/2024,,https://www.energy.gov/articles/us-department-energy-announces-27-million-plastics-recycling-research-and-development
Modular Catalytic Reactors for Single-Use Polyolefin Conversion to Lubricating Oils from Upcycled Plastic (LOUPs),Active,,42.02752,-93.64205,Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment (BOTTLE) FOA,Secure & Sustainable Materials RD&D,Modular Catalytic Reactors for Single-Use Polyolefin Conversion to Lubricating Oils from Upcycled Plastic (LOUPs),Iowa State University,1540000,IA,5/1/2021,"The overall goal of this project, for Iowa State University, is to develop a modular, low-temperature (< 300 Â°C) continuous process for the integrated catalytic conversion and vapor-phase separation of single-use waste polyolefin films and laminates (HDPE, LDPE, LLDPE, and iPP) to higher value high performance synthetic lubricants with a cost of production of $4.19/gal.",Aaron Sadow,Argonne National Laboratory,BOTTLE: Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment,4/30/2024,,https://www.energy.gov/articles/us-department-energy-announces-27-million-plastics-recycling-research-and-development
Recyclable and Biodegradable Manufacturing and Processing of Plastics and Polymers based on Renewable Branched Caprolactones,Active,,44.9739,-93.23638,Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment (BOTTLE) FOA,Secure & Sustainable Materials RD&D,Recyclable and Biodegradable Manufacturing and Processing of Plastics and Polymers based on Renewable Branched Caprolactones,Regents of the University of Minnesota,1874997,MN,6/1/2021,"The overarching goal of this research effort is to develop a process that can manufacture these advanced materials from alkyl-caprolactone monomers from both biomass and recycled waste polymer in a manner that is economically competitive with existing materials. The proposed effort addresses three areas combining contributions from four institutions. While lignin-derived monomers will be obtained from the existing NREL reductive catalytic fractionation (RCF) sub-process, three new objectives will be to develop new sub-processes based on existing laboratory research addressing: (i) catalytic conversion of lignin to alkyl-caprolactone, (ii) alkyl-caprolactone polymerization to advanced polyurethanes and polyester elastomers, and (iii) decomposition of polymers back to the monomer, alkyl-caprolactone, via catalytic extrusion of polyurethane and polyester elastomers. A fourth objective addresses the process design and techno-economic analysis of the four sub-processes combined into a complete process to manufacture and recycle these alkyl-caprolactone-based polymers. Monomer production in collaboration with the University of Minnesota, BASF, and MIT will utilize novel catalytic materials to achieve highly selective overall yield of alkyl-caprolactones. The conducted development and research tasks will benefit society by advancing renewable and recyclable materials to reduce consumer waste. Additionally, the advanced physical characteristics of the polyurethane and polyester elastomers provide advanced materials that open up new markets and businesses for American manufacturers and deliver new products to American consumers.",Paul J. Dauenhauer,N/A,BOTTLE: Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment,5/31/2024,,https://www.energy.gov/articles/us-department-energy-announces-27-million-plastics-recycling-research-and-development
Upscaling of non-recyclable plastic waste into CarbonSmartTM monomers,Active,,42.03514,-87.76231,Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment (BOTTLE) FOA,Secure & Sustainable Materials RD&D,Upscaling of non-recyclable plastic waste into CarbonSmartTM monomers,LanzaTech Inc.,1890001,IL,4/1/2021,"Lanza Tech Inc. will address the current plastic crisis and establish effective strategies for re/upcycling plastics and other polymers, LanzaTech will develop a route from mixed or contaminated waste plastics streams to a CarbonSmartâ„¢ replacement for fossil derived monoethylene glycol (MEG) with the potential of 95% feedstock mass recovery and 62% of energy savings relative to fossil-based MEG.",Sean Simpson,N/A,BOTTLE: Bio-Optimized Technologies to keep Thermoplastics out of Landfills and the Environment,4/30/2024,,https://www.energy.gov/articles/us-department-energy-announces-27-million-plastics-recycling-research-and-development
A Platform Technology for High-throughput Atomically Precise Manufacturing: Mechatronics at the Atomic Scale,Completed,https://www.energy.gov/sites/default/files/2019/09/f67/Scanning%20Tunneling%20Microscope%20Control%20System%20for%20Atomically%20Precise%20Manu....pdf,32.9677,-96.73876,Emerging Resource Explorations,Energy Technology Manufacturing RD&D,A Platform Technology for High-throughput Atomically Precise Manufacturing: Mechatronics at the Atomic Scale,"University of Texas, Dallas",2229238,TX,6/15/2018,"This project will invest in developing a platform technology for  fabricating atomically precise (AP) nanoscale devices. The technology is based on turning a scanning tunneling microscope (STM) used to image atoms into a tool for manufacturing at the atomic scale. Today’s STMs work at speeds useful for imaging and writing but are too slow to be commercially viable in manufacturing applications. The objective of this research project is to speed up and improve STM control so large arrays of STMs can quickly and precisely fabricate commercial quantities of AP materials, features, and devices. ",Dr. Reza Moheimani,"Zyvex, NIST",Atomically Precise Manufacuring,8/31/2022,,https://www.energy.gov/eere/amo/emerging-research-exploration
DNA Strand Displacement Driven Molecular Additive Manufacturing (DSD-MAM),Active,https://www.energy.gov/eere/amo/articles/dna-strand-displacement-driven-molecular-additive-manufacturing,42.34519,-71.10613,Emerging Resource Explorations,Energy Technology Manufacturing RD&D,DNA Strand Displacement Driven Molecular Additive Manufacturing (DSD-MAM),Dan-Farber Cancer Institute,1215204,MA,7/1/2018,"The goal of this project is to validate two-dimensional molecular printers, initially self-assembled from DNA and then actuated by externally driven cycles of DNA strand displacement, as prototype integrated nanosystems for molecular additive manufacturing. We will explore two different architectures to achieve positional-control-based writing on a 5 nm pitch DNA-origami canvas.",Prof. William M. Shih,U of Oxford,Atomically Precise Manufacuring,3/30/2023,,https://www.energy.gov/eere/amo/emerging-research-exploration
Lifetime Energy Savings via Advanced Manufacturing of Low Density Steels for Transportation Applications,Completed,https://www.energy.gov/sites/default/files/2018/12/f58/Lifetime%20Energy%20Savings%20via%20Adv%20Mfg%20Low%20Density%20Steels%20for%20Transportation.pdf,39.33646,-84.41358,Emerging Resource Explorations,Next Generation Materials & Processes RD&D,Lifetime Energy Savings via Advanced Manufacturing of Low Density Steels for Transportation Applications,AK Steel Corporation,853299,OH,9/15/2018,"The project objective is to develop novel alloying and processing strategies toward the development of steels with significantly reduced density using conventional manufacturing practices. The project outcomes address manufacturing and end use steps: (a) incorporating large alloying additions of aluminum and carbon for exceptional corrosion and high temperature oxidation resistance compared to conventional steels; and (b) improving yields during manufacturing by eliminating the need to apply a protective coating to the steel, and potentially eliminating, or minimizing, pickling operations that are typically used to remove scale during manufacturing. Full development of low-density steels should result in energy savings during product manufacturing and end use",Kelcey Garza,"Oak Ridge National Laboratory, CO School of Mines",Lightweighting,9/30/2022,,https://www.energy.gov/eere/amo/emerging-research-exploration
The Radical Atom: Mechanosynthetic 3D Printing of an Atomically Precise SPM Tip,Completed,https://www.energy.gov/sites/prod/files/2019/10/f67/A%20Radical%20Tool%20for%203D%20Atomically%20Precise%20Sculpting_0.pdf,34.07104,-118.44324,Emerging Resource Explorations,Energy Technology Manufacturing RD&D,The Radical Atom: Mechanosynthetic 3D Printing of an Atomically Precise SPM Tip,UCLA,1000000,CA,7/1/2018,"The research effort strives to overcome current limitations in scanning probe-based atomic manipulation to enable atomically precise manufacturing (APM). A mechano-chemistry approach based on surface bound reactants, outward facing atomic and molecular radicals, will be used to selectively image and extract atoms from the tip of a scanning probe microscope (SPM) to achieve atomically precise control over its apical structure. The capacity to precisely extract and donate atoms to and from the tip apex represents a crucial first step toward the fabrication of arbitrary structures in three-dimensions from atomic and molecular building blocks. Budget Period 1 will involve fundamental developments of both tip and surface chemistry through computational modeling and chemical synthesis to produce surface-bound reactants for atomic abstraction as well as requisite upgrades to existing SPM instrumentation that will enable subsequent tasks. Budget Period 2 represents a synergy of computational modeling and experimental implementations focused on development and testing proposed mechano-chemistry concepts as a means to achieve APM. ",Dr. James Gimzewski,,Atomically Precise Manufacuring,12/31/2022,,https://www.energy.gov/eere/amo/emerging-research-exploration
"Continuous Flow Synthesis of Low-Cost, Long Lifetime Aqueous Organic Flow Battery Reactants",Active,,37.45903,-122.18605,Flow Battery Manufacturing FOA,Energy Technology Manufacturing RD&D,"Continuous Flow Synthesis of Low-Cost, Long Lifetime Aqueous Organic Flow Battery Reactants",Quino Energy,4587430,CO,6/1/2022,"The project aims to develop and execute a scalable, cost-effective, continuous process for producing a high-performance negolyte material, for use in an aqueous organic redox flow battery (RFB). This work aims to accomplish the following outcomes: 1. Improve the synthetic route and lower the cost of manufacture (COM) of DCDHAQ or related material developed during the project, 2. Develop an electrosynthetic process for scale-up of the material up to the ~500 kg scale, 3. Construct continuous flow reactor prototypes to synthesize the material at production rates of ~0.5 kg/day (kilo-scale), ~5-10 kg/day (pilot scale), and ~50 kg/day (full scale), culminating in the synthesis of 500 kg of material. 4. Continue to make fundamental discoveries on the (electro)synthesis of RFB negolytes and mixtures of related isomers, characterize and screen them for further COM reduction ",Meisam Bahari,,Flow Battery Manufacturing,2/28/2025,,https://www.energy.gov/eere/amo/articles/department-energy-invests-179-million-long-duration-energy-storage-technologies
Innovative Manufacturing Processes to Enable Flow Batteries with Unmatched Capital Costs,Active,,42.56533,-71.17465,Flow Battery Manufacturing FOA,Energy Technology Manufacturing RD&D,Innovative Manufacturing Processes to Enable Flow Batteries with Unmatched Capital Costs,Largo Clean Energy,4191960,MA,7/1/2022,"This project invests in the design, development, and fabrication of advanced flow-battery manufacturing processes as well as prototype testing of components produced from those processes. Design, development, and fabrication activities would occur at recipient's engineering and production facility in Wilmington, MA, and in IRD Fuel Cells’ manufacturing plant in Albuquerque, NM. Testing would also occur at LCE’s facility.",,,Flow Battery Manufacturing,9/30/2025,,https://www.energy.gov/eere/amo/articles/department-energy-invests-179-million-long-duration-energy-storage-technologies
Metal Chelate Flow Battery System Manufacturing,Active,,39.97164,-105.01564,Flow Battery Manufacturing FOA,Energy Technology Manufacturing RD&D,Metal Chelate Flow Battery System Manufacturing,OTORO Energy,4149097,CO,7/1/2022,"The goal of the proposed effort is to demonstrate a 5 kW/20 kWh grid-connected flow battery prototype that uses a low-cost electrolyte that can be domestically sourced and manufactured.Long-duration energy storage (LDES) is of critical importance for improving grid stability and reliability as well as increasing the share of intermittent renewables. Current battery technologies including lithium-ion and vanadium flow batteries require expensive and geographically limited resources such as lithium, nickel, cobalt, and vanadium. The metal chelate flow battery (MCFB) stores energy with inexpensive metals (chromium and iron) complexed with organic chelating materials. The MCFB provides 8+ hour electricity storage in a system that is non-flammable, non-corrosive, and non-toxic. The MCFB electrolyte functions as a drop-in replacement for vanadium flow battery systems, while providing higher cell voltage, long cycle life, high cycling efficiency and power, and very low self-discharge.",,,Flow Battery Manufacturing,6/30/2025,,https://www.energy.gov/eere/amo/articles/department-energy-invests-179-million-long-duration-energy-storage-technologies
R2R Manufacturing of Metallic Electrodes and Bipolar Plates for Flow Batteries,Active,,40.37825,-74.66221,Flow Battery Manufacturing FOA,Energy Technology Manufacturing RD&D,R2R Manufacturing of Metallic Electrodes and Bipolar Plates for Flow Batteries,Treadstone Technologies,4994504,NJ,3/1/2022,"This project will help advance flow battery metallic electrode and bipolar plate manufacturing by developing a roll to roll (R2R) manufacturing technology using carbon coating to decrease the cost of flow battery electrodes and bipolar plates. Project activities include the qualification of carbon particle raw material and its suppliers, R2R coating process development, quality control/inspection method development, pilot scale R2R coating system development, and qualification through flow battery testing and demonstration. Project work would occur at Treadstone’s research facility in Princeton, NJ with testing and evaluation of plate samples occurring at Columbia University, ESS, Inc., and Pacific Northwest National Laboratory. North Carolina Agricultural and Technical State University and Hellion, LLC. would provide confirmation testing and consultative support for the project. Developed coated metallic electrode and bipolar plates would be assembled into a 10kW/40kWh flow battery system. Final testing and validation of the assembled system would occur at one of DOE’s National Laboratories. Any work proposed to be conducted at a federal facility may be subject to additional NEPA review by the cognizant federal official and must meet the applicable health and safety requirements of the facility.",,,Flow Battery Manufacturing,5/31/2025,,
Wide Bandgap Generation (WBGen): Developing the Future Wide Bandgap Power Electronics Engineering Workforce,Completed,,37.2286,-80.4149,FY 2016 Lab Call,"Innovation Ecosystems, Communities, and Workforce",Wide Bandgap Generation (WBGen): Developing the Future Wide Bandgap Power Electronics Engineering Workforce,VA Polytechnic,2540737,VA,1/1/2016,"The main objective of this project is to train the next generation of U.S. citizen power engineers with wide-bandgap (WBG) power semiconductor expertise; MS and PhD graduates that will help retain the nation's technological advantage in this field, enabling the development of the coveted advanced manufacturing industry. These graduates will provide too the critical human resources to sustain and grow federally-funded R&D centers and U.S. academia. Second, this project will seek to broaden the range of WBG-based power engineering applications by conducting research and development on high-efficiency grid apparatus and high-efficiency electrical power systems, complementing the all-encompassing research work at the Center for Power Electronics Systems (CPES) and Center for Power and Energy (CPE) at Virginia Tech, which currently addresses high-frequency, high-temperature, and high-voltage power module packaging and integration, electromagnetic compatibility and filters, ancillary circuitry, converter design and integration, grid and microgrid renewable energy integration, and monitoring, protection and control of transmission systems. Third, this project will enhance the power engineering curriculum at Virginia Tech in order to formalize design procedures for WBG-based power electronics components and systems that can effectively integrate the inherent material properties of these devices, since the latter have rendered design procedures developed for Silicon-based power electronics obsolete. ",Dr. Rolando Burgos,,Workforce Development,9/30/2022,,
Advanced Manufacturing of High Performance Superconductor Wires for Next Generation Electric Machines,Active,https://www.energy.gov/sites/prod/files/2017/12/f46/Advanced%20Manufacturing%202G%20HTS%20Wires%20for%20Next%20Gen%20Electric%20Machines.pdf,29.7632,-95.3633,FY 2017 Lab Call,Next Generation Materials & Processes RD&D,Advanced Manufacturing of High Performance Superconductor Wires for Next Generation Electric Machines,University of Houston,4500000,TX,5/1/2017,"The project objective is to develop, fabricate, and test the performance of a new superconducting wire manufactured for advanced motor systems. The REBCO superconducting wire will be tested and validated for a critical current improvement to 1440 A/ cm at operating conditions of 65 K and 1.5 T. In addition, the wire’s manufacturing costs are expected to decrease 50% when fabricated with an advanced MOCVD method. This improved performance and low-cost REBCO wires will be utilized in the design of a 500 HP motor and validated for motor coil operating conditions at 65 K",Venkat Selvamanickam,"SuperPower, TECO Westinghouse, E2P Solutions",Next Generation Electric Machines: Enabling Technologies  ,7/31/2023,,
"Cost-effective Conductor, Cable, and Coils for High Field Rotating Electric Machines",Active,https://www.energy.gov/sites/default/files/2018/01/f46/Conductor_Cable_Coils%20for%20Next%20Generation%20Electric%20Machines.pdf,30.44141,-84.3023,FY 2017 Lab Call,Next Generation Materials & Processes RD&D,"Cost-effective Conductor, Cable, and Coils for High Field Rotating Electric Machines",Florida State,1000000,FL,6/1/2017,"This project will develop, produce, and test cables to evaluate them for rotating machines, power transmission, and high-field magnets. Reliability of coated conductors is confronted by occasional zones of reduced capacity, which can instigate failures. The project will evaluate how the built-in properties of the cable design circumvent failures and improve reliability. The project will also investigate how coated conductors of different quality affect the cable rating. By mitigating the negative effects of reduced-capacity zones, higher manufacturing yield should be attained. The project will consume long production lengths of conductor and will characterize properties over the full conductor length. This will result in a library of defect types and their consequences. Feedback to the manufacturing process will facilitate the eventual manufacture of longer conductor and cables with better performance. The ultimate goal of the project is to enable use of highly reliable CORC® cables in coils for rotating electric machines.",Sastry Pamidi,"SuperPower, Inc., Advanced Conductor Tech",Next Generation Electric Machines: Enabling Technologies  ,5/31/2023,,
Enhanced 2G HTS Wire for Electric Motor Applications,Active,https://www.energy.gov/sites/default/files/2018/01/f46/Enhanced%202G%20HTS%20Superconducting%20Wire.pdf,42.56291,-71.56882,FY 2017 Lab Call,Next Generation Materials & Processes RD&D,Enhanced 2G HTS Wire for Electric Motor Applications,American Superconductor Corp,3751183,MA,6/1/2017,"This project will explore novel approaches to developing high temperature superconductor wires, capable of conducting 200x as much current as copper wire. This project will develop a  2G high temperature superconducting wire capable of carrying up to 1400 A/cm-w at 65 K in a perpendicular magnetic field of 1.5 T, verify wire performance in a prototype electric motor, and analyze the cost of the proposed manufacturing processes in comparison to existing commercial 2G wire. The project is expected to validate a reduction in wire materials and manufacturing cost at targeted operating conditions of up to 50% from current levels",Martin Rupich,"Brookhaven NL, Brookhaven Tech Group, U of Buffalo",Next Generation Electric Machines: Enabling Technologies  ,1/31/2024,,
