IdQuestion,Question,Answer,Archive,Draft,GuidanceTypeName,ProductCategory,CategoryName,SubProductName,FileName,URL,DocumentDate
592,"If a retailer collects model numbers and specifications, can that retailer submit certification reports for manufacturer?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,,,,Response to Certification and CCMS Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/submitter_faq_10-11-2011.pdf,10/11/2011
593,"What is the appropriate condition of the ice maker when testing refrigerator-freezers with French doors, bottom-mounted freezers, and through-the-door (TTD) ice service (French door TTD models), and why?",Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Refrigerators and freezers,,Response to Refrigerators and Freezers question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/icemaker_faq_2009-12-18.pdf,12/18/2009
594,"Does DOE define a 90% efficient furnace as a ""high efficiency furnace""?",Please see attachment for response.,0,0,Definitions and Scope of Coverage Questions and Guidance; Test Procedures Questions and Guidance,Consumer Products,Residential furnaces,,Response to Furnaces Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/furnace_faq_2011-11-26.pdf,10/26/2011
596,"Is it correct that manufacturers of distribution transformers will not have to report/certify to the DOE the association of individual manufacturer model numbers (as defined in 10 CFR 429.2(b)), to the basic model number?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Commercial and Industrial Equipment,Distribution transformers,,Response to Distribution Transformers Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/distributiontransformers_faq1_2011-07-19.pdf,7/19/2011
597,"On the certification report templates for distribution transformers, if a manufacturer is using an alternative efficiency determination method (AEDM) to calculate a model efficiency, will the AEDM predicted efficiency be inserted on the template under ""Measured Efficiency""?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Commercial and Industrial Equipment,Distribution transformers,,Response to Distribution Transformers Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/distributiontransformers_faq3_2011-07-20.pdf,7/20/2011
599,"All of our distribution transformer test data is recorded by date. However, we cannot find the date column in the DOE certification report template.",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Commercial and Industrial Equipment,Distribution transformers,,Response to Distribution Transformers Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/distributiontransformers_faq5_2011-07-19.pdf,7/19/2011
600,Does a third party testing laboratory have to be certified to test external power supplies?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,External power supplies,Class A; Types other than class A,Response to External Power Supplies Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/eps_faq_2011-07-19.pdf,7/19/2011
601,"Does a double face illuminated exit sign, which draws less than 5 watts, meet the input power demand requirement for a single face sign?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Lighting Products,Illuminated exit signs,,Response to Lighting Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/lighting_faq_2011-06-02.pdf,6/2/2011
602,"The certification report templates for general service fluorescent lamps, general service incandescent lamps, and incandescent reflector lamps require 7 entries for production dates if the item has been in production 7 months or more. What if my lamp has not been in production for 7 months or greater?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Lighting Products,General service incandescent lamps; Incandescent reflector lamps; General service fluorescent lamps,,Response to Lighting Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/lighting_faq_2011-06-20.pdf,6/20/2011
603,"Do manufacturers of distribution transformers have extra time after July 5, 2011, to submit certification and compliance information?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Commercial and Industrial Equipment,Distribution transformers,,Response to Distribution Transformers Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/distributiontransformers_faq_2011-07-01.pdf,7/1/2011
604,"How are large-capacity clothes washers tested, rated, and certified?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Test Procedures Questions and Guidance; Conservation Standards Questions and Guidance,Consumer Products; Commercial and Industrial Equipment,Clothes washers; Commercial clothes washers,,Response to Clothes Washers Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/cw_large_capacity_faq_2012-05-18.pdf,5/29/2012
606,"Will rough service lamps still be exempt from DOE efficiency standards when ordinary incandescent lamps such as 100W are phased out, starting in January 2012?",Please see attachment for response.,0,0,Conservation Standards Questions and Guidance,Lighting Products,General service incandescent lamps,,Response to Lighting Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/lighting_faq_2011-11-08.pdf,11/8/2011
607,Does C-9 lamp with 5 supports meet the definition of rough service lamp?,Please see attachment for response.,0,0,Conservation Standards Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,Lighting Products,General service incandescent lamps,,Response to Lighting Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/lighting_faq1_2011-11-08.pdf,11/8/2011
608,"We manufacture Low-Voltage Dry-Type Transformers for use in uninterrupted power supply (UPS) such as Rectifier Transformers, Inverter Transformer and UPS Transformers. These Transformers are exempt from efficiency standards per 42 USC 6291 (35) (B). Are we required to report tested efficiency to DOE?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Commercial and Industrial Equipment,Distribution transformers,,Response to Distribution Transformers  Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/distributiontransformers_faq2_2011-07-19.pdf,7/19/2011
610,Do I need to re-certify following a change in the applicable energy or water conservation standard?,Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,,,,Response to Certification and CCMS Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/cert_faq_2010-04-23.pdf,4/23/2010
611,Are there further guidance concerning enforcement of EISA 2007 standards for candelabra base and intermediate base lamps?,Please see attachment for response.,0,0,Enforcement Questions and Guidance,Lighting Products,Candelabra base incandescent lamps; Intermediate base incandescent lamps,,Response to Lighting Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/lighting_faq_2011-07-01.pdf,7/1/2011
612," All of the products I make are custom-built, one-of-a-kind units.  Does that mean that they are not subject to DOE's energy conservation standards?",Please see attachment for response.,0,0,Definitions and Scope of Coverage Questions and Guidance; Test Procedures Questions and Guidance,,,,Response to Scope of Coverage Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/cert_faq_2012-01-19.pdf,1/19/2012
613,"What are the relevant dates for compliance with the prescriptive requirements for walk-in coolers and walk-in freezers?  For example:  If a newly manufactured component of a walk-in cooler or walk-in freezer is installed in a walk-in box manufactured prior to January 1, 2009, does it have to comply with the prescriptive requirements of 10 C.F.R. § 431.306?",Please see attachment for response.,0,1,Conservation Standards Questions and Guidance; Enforcement Questions and Guidance,Commercial and Industrial Equipment,Walk-in coolers and walk-in freezers,,Response to Walk-in Cooler and Walk-in Freezer Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/wicf_faq_2012-01-20.pdf,1/20/2012
615,"Who is an ""importer""?",Please see attachment for response.,0,0,,,,,Response to Importer Question,https://energy.gov/sites/prod/files/2018/06/f52/importer_faq2_2012-01-30.pdf,1/30/2012
616,What is a manufacturer?,Please see attachment for response.,0,0,,,,,Response to Manufacturer Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/manufacturer_faq_2012-01-30.pdf,1/30/2012
617,Does Section 321(e) of EISA 2007 prohibiting distribution of certain types of adapters that allow an incandescent lamp that does not have a medium screw base to be installed in a medium screw base socket apply to adapters that are packaged together with a light-emitting diode (LED) or compact fluorescent lamp (CFL)? At what time did the EISA Section 321(e) prohibition of certain adapters become effective? May manufacturers sell their remaining inventory of adapters prohibited under Section 321(e) of EISA 2007?,Please see attachment for response.,0,0,Conservation Standards Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,Lighting Products,,,Response to Socket Adapter Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/bulbadapter_faq_2012-02-24.pdf,2/24/2012
618,One of our customers advised us that the Canada Energy Efficiency regulation for external power supplies (EPSes) is limited to those EPSes designed for household and office end-use products. Is the U.S. regulation also limited to EPSes designed for use with household and office products (not industrial uses)?,Please see attachment for response.,0,0,Definitions and Scope of Coverage Questions and Guidance; Test Procedures Questions and Guidance,Consumer Products,External power supplies,Class A; Types other than class A,Response to External Power Supplies Question,https://energy.gov/sites/default/files/2021-03/eps_faq_2012-04-11rev.pdf,3/29/2021
619, Do I have to re-test units each year to meet the annual certification requirement? ,Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance,Lighting Products; Consumer Products; Commercial and Industrial Equipment; Plumbing Products,,,Response to Certification and CCMS Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/cert_faq_2012-04-17.pdf,4/17/2012
621,When does DOE require changes to model numbers?,Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Enforcement Questions and Guidance,,,,Response to Basic Model Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/modelnumber_faq_2012-06-04.pdf,6/4/2012
623,What operational-mode settings should be used when testing a residential storage-type heat pump water heater for the first-hour rating test and the simulated-use test? ,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Water heaters,,Response to Residential Water Heaters Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/waterheaters_faq_2012-06-05.pdf,6/5/2012
624,"Is the compliance date for regional energy conservation standards for residential furnaces, central air conditioners, and heat pumps tied to the product’s date of manufacture or date of installation?",Please see attachment for response.,0,0,Conservation Standards Questions and Guidance,Consumer Products,Central air conditioners and heat pumps; Residential furnaces,Split and package systems; Small-duct high velocity; Space constrained,Response to Regional Standards Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/csc_hp_furnaces_regstnddate_faq_2012-06-28.pdf,6/28/2012
628,"In volume calculations for refrigeration products tested using the new DOE test procedures, mandatory for rating products starting September 15, 2014, are certain components included or not included in the volume?",Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Refrigerators and freezers,,Response to Refrigerator/Freezer Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/refrigfreez_faq_8-23-12.pdf,8/23/2012
629,When is a metal halide lamp fixture manufactured? Does the date the ballast was manufactured matter for purposes of determining the compliance of the fixture?,Please see attachment for response.,0,0,Enforcement Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,Lighting Products,Metal halide lamp ballasts and fixtures,,Response to Metal Halide Lamp Fixture Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/mhlf_faq_2012-09-17.pdf,9/17/2012
630,Can medium screw-based “vintage” bulbs be included in ceiling fan light kits?,Please see attachment for response.,0,0,Conservation Standards Questions and Guidance,Lighting Products,Ceiling fan light kits,Pin-based sockets for fluorescent lamps; Medium screw base sockets; Sockets other than pin-based for fluorescent lamps and medium screw base,Response to Ceiling Fan Light Kits Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/cflk_faq_2012-11-27.pdf,11/27/2012
631,May an automatic purge water control (which adjusts the purge water quantity based on the supply water’s hardness) be used during testing of an automatic commercial ice maker (ice maker)? ,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Commercial and Industrial Equipment,Automatic commercial ice makers,,Response to ACIM question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/acim_purge_faq_2013-9-25final.pdf,9/25/2013
632,Does the DOE test procedure for automatic commercial ice makers allow use of temporary baffles to reduce or prevent recirculation of air between the ice maker’s air outlet and inlet during testing?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Commercial and Industrial Equipment,Automatic commercial ice makers,,Response to ACIM Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/acim_baffles_faq_2013-9-24final.pdf,9/24/2013
633,"When calculating volume under Appendices A1 and B1, how should parties address (1) through-the-door water and ice dispensers and (2) partitions and fixed projections?",Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Refrigerators and freezers,,Response to RF Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/rf_ahamvolume_faq_final_2013-3-10.pdf,3/12/2013
634,Do any federal standards other than those for fluorescent ballasts affect T12 systems?,Please see attachment for response.,0,0,Conservation Standards Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,Lighting Products,Fluorescent lamp ballasts,,Response to FL Ballast Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/t12flballaststnd_faq_2013-2-27.pdf,2/27/2013
637,I have medium screw base adapters in stock that it is now illegal to distribute in commerce. Is it legal to distribute in commerce a medium base adapter that has been permanently secured onto another type of lamp so that the end result is a medium base lamp? Would that still be considered distribution in commerce of a medium screw base adapter? ,Please see attachment for response.,0,0,Enforcement Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,Lighting Products,,,Response to Medium Base Adapter Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/adapter_attached_to_lamp_faq_2013_5_16.pdf,5/16/2013
638,When do the DOE principles of interpretation located at 10 CFR 430.23(a)(10) and 10 CFR 430.23(b)(7) (the “anti-circumvention” provisions) require a manufacturer to apply for a test procedure waiver?,Please see attachment for response.,0,0,Enforcement Questions and Guidance,Consumer Products,Refrigerators and freezers,,Response to FR Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/rf_anticircumvention_faq_2013_5_28.pdf,5/28/2013
639, Are illuminated exit signs with integrated egress lighting or other auxiliary functions covered by Federal energy conservation standards?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Lighting Products,Illuminated exit signs,,Response to Exit Sign Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/exitsigns_faq_2013-8-6_final.pdf,8/6/2013
640,"Some refrigerator and freezer models leave the manufacturer’s warehouse without an icemaker, but are designed such that an icemaker could be installed at a later point in the distribution chain or by the user. How should these models, which are commonly referred to as “kitable” or “icemaker ready” models, be tested and certified to DOE, and how should model numbers be assigned to them? ",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Test Procedures Questions and Guidance; Conservation Standards Questions and Guidance; Enforcement Questions and Guidance,Consumer Products,Refrigerators and freezers,,Response to Refrigerator Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/kitables_faq_2014-05-02.pdf,5/2/2014
641,"For dual-flush water closets that have different flush volumes in each flush mode, how should this information be displayed on the product itself and in marketing materials?",Please see attachment for response.,0,0,Certification and CCMS Questions and Guidance; Test Procedures Questions and Guidance,Plumbing Products,Water closets (flush toilets),,Response to Water Closets Question,https://www1.eere.energy.gov/buildings/pdfs/dual-flush-faq-2013-011-20.pdf,11/20/2013
644, How are the rated and represented power values and annual energy consumption determined?  Can other federal or state agencies require the use of a different test procedure?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Television sets,,Reponse to TV Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/tv_powervalues_faq_2014-04-17.pdf,4/17/2014
645, How do the standby provisions of the test procedure apply to TVs with network capabilities?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Television sets,,Response to TV Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/tv_standby_faq_2014-04-17.pdf,4/17/2014
646, I can’t find “luminance meter specifications” in Section 3.1.3 of the TV test procedure.,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Television sets,,Response to TV Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/tv_luminancemeter_faq_2014-04-17.pdf,4/17/2014
647, Please provide further explanation on how to test TVs without forced menus and how to configure special functions within a forced menu.,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Television sets,,Response to TV Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/tv_forcedmenus_faq_2014-04-17.pdf,4/17/2014
648," May I substitute different test materials (e.g., neutral density filters, reflector lamps) described in Appendix H if I have trouble obtaining those specified?",Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Television sets,,Response to TV Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/tv_testmaterial_faq_2014-04-17.pdf,4/17/2014
649, Did DOE incorporate by reference IEC 62301 in the test procedure for TVs?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance,Consumer Products,Television sets,,Response to TV Question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/tv_iec_faq_2014-04-17.pdf,4/17/2014
650, Are horizontal free-discharge computer room air conditioners (CRACs) covered equipment?,Please see attachment for response.,0,0,Test Procedures Questions and Guidance; Conservation Standards Questions and Guidance; Definitions and Scope of Coverage Questions and Guidance,Commercial and Industrial Equipment,Computer room air conditioners,,Response to CRAC question,https://www1.eere.energy.gov/buildings/appliance_standards/pdfs/crac_faq_2015-1-15.pdf,1/15/2015
