ProjectID,Project,Fuel,Market_Sector,Technology_Prime_Mover,Thermal_Energy_Use,Profile,City,State,CHP_TAP,SystemSize,YearInstalled,NAICS_Code,Status,Comment
369,Baltimore Refuse Energy Co,Municipal Solid Waste,District Energy | Waste and Wastewater Treatment ,Steam Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/bresco_chp_project_profile1.pdf,Baltimore,MD,Mid-Atlantic,60000,1985,562213 Solid Waste Combustors and Incinerators,1,
370,Franciscan Sisters of Perpetual Adoration,Other,District Energy,Back Pressure Turbine | Steam Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/Franciscan_Sisters-Project_Profile.pdf,LaCrosse,WI,Midwest,295,2002,813110 Religious Organizations,1,Updated link to new version of profile 
373,SC Johnson Waxdale Plant,Biogas | Natural Gas,Manufacturing ,Combustion Turbine,Process Heat | Space Heating,http://www.chptap.org/Data/projects/SCJohnsonWaxdalePlant-Project_Profile.pdf,Racine,WI,Midwest,6400,2003,325612 Polish and Other Sanitation Good Manufacturing,1,Updated link
374,Adkins Energy LLC,Natural Gas,Ethanol Plants,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/AdkinsEnergy-Project_Profile.pdf,Lena,IL,Midwest,5000,2002,325193 Ethyl Alcohol Manufacturing,1,
375,"POET Biorefining & City of Macon, Missouri",Natural Gas,Ethanol Plants,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/POETandCityofMacol-Project_Profile.pdf,Macon,MO,Central,10000,2003,325193 Ethyl Alcohol Manufacturing,1,
377,Jesse Brown VA Medical Center,Natural Gas,Healthcare ,Combustion Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/JesseBrownVA-Project_Profile%20.pdf,Chicago,IL,Midwest,3400,2003,622110 General Medical and Surgical Hospitals,1,Updated link to new version of profile
384,National Animal Disease Center,Natural Gas,Laboratories,Combustion Turbine,Space Heating | Steam,http://www.chptap.org/Data/projects/NationalAnimalDiseaseCenter-Project_Profile.pdf,Ames,IA,Central,1200,2002,"541712 Research and Development in the Physical, Engineering, and Life Sciences",1,
394,Clover Hill Dairy,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester | Space Heating | Water Heating,http://www.chptap.org/Data/projects/CloverHillDairy-Project_Profile.pdf,Campbellsport,WI,Midwest,300,2007,112120 Dairy Cattle and Milk Production,1,
395,Crave Brothers Farm,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester | Space Heating | Water Heating,http://www.chptap.org/Data/projects/CraveBrothers-Project_Profile.pdf,Waterloo,WI,Midwest,633,2007,112120 Dairy Cattle and Milk Production,1,Updated URL
396,Holsum Elm Dairy,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester | Space Heating | Water Heating,http://www.chptap.org/Data/projects/HolsumElm-Project_Profile.pdf,Hilbert,WI,Midwest,1200,2007,112120 Dairy Cattle and Milk Production,1,
397,"Hunter Haven Farms, Inc.",Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester | Space Heating | Water Heating,http://www.chptap.org/Data/projects/HunterHavenFarms-Project_Profile.pdf,Pearl City,IL,Midwest,260,2005,112120 Dairy Cattle and Milk Production,1,Updated link to new version of profile
399,Janesville Wastewater Treatment Facility,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/JanesvilleWWT-Project_Profile.pdf,Janesville,WI,Midwest,400,2002,221320 Sewage Treatment Facilities,1,
400,Rochester Wastewater Reclamation Plant,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/RochesterWWT-Project_Profile.pdf,Rochester,MN,Midwest,2000,2002,221320 Sewage Treatment Facilities,1,
405,Holsum Dairy Irish Road,Biogas,Agriculture,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/HolsumDairy-Project_Profile.pdf,Hilbert,WI,Midwest,700,2002,112120 Dairy Cattle and Milk Production,1,
415,Brandonview (Laclede Gas) Building,Natural Gas,Office Buildings and Skyscrapers,Reciprocating Engine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/Brandonview-Project_Profile.pdf,Saint Louis,MO,Central,4300,1969,531312 Nonresidential Property Managers,1,
419,"East Kansas Agri-Energy, LLC",Natural Gas,Ethanol Plants,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/EastKansasAgriEnergy-Project_Profile.pdf,Garnett,KS,Central,1600,2005,325193 Ethyl Alcohol Manufacturing,1,
420,University of Iowa,Biomass | Coal | Natural Gas,District Energy | Universities and Colleges,Steam Turbine,Space Heating,http://www.chptap.org/Data/projects/UniversityofIowa-Project_Profile.pdf,Iowa City,IA,Central,24900,1947,"611310 Colleges, Universities and Professional Schools",1,
423,Bristol-Myers Squibb,Natural Gas,Manufacturing ,Combustion Turbine,Process Cooling | Process Heat | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/Bristol-MyersSquibbCHPprofile2.pdf,Wallingford,CT,New England,4700,1998,325411 Medicinal and Botanical Manufacturing,1,
424,Essex Junction WWTF,Biogas | Natural Gas,Waste and Wastewater Treatment ,Microturbine,Anaerobic Digester,http://www.chptap.org/Data/projects/EssexJunctionCHPprofile.pdf,Essex Junction,VT,New England,60,2003,221320 Sewage Treatment Facilities,1,
425,Harbec Plastics,Natural Gas,Manufacturing ,Microturbine | Renewables Integrated with CHP,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/Harbec-CHPProjectProfile_final1.pdf,Ontario,NY,New York-New Jersey,750,2001,326199 All Other Plastics Product Manufacturing,1,
426,Waldbaum's Supermarket,Natural Gas,Retail Sales,Microturbine,Dehumidification | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/Waldbaums_CHPProjectProfile.pdf,Hauppauge,NY,New York-New Jersey,60,2002,445110 Supermarkets and Other Grocery Stores,1,
427,Green Mountain Coffee Roasters,Propane,Manufacturing ,Reciprocating Engine,Process Heat | Space Heating | Water Heating,http://www.chptap.org/Data/projects/GreenMountainCoffeeCHPprofile1.pdf,Waterbury,VT,New England,280,2003,311920 Coffee and Tea Manufacturing,1,
428,Notre Dame Long Term Care & Assisted Living Centers,Natural Gas,Healthcare ,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/NotreDameLongTermCareCHPprofile.pdf,Worcester,MA,New England,150,2004,623311 Continuing Care Retirement Communities,1,
429,South Oaks Hospital - The Long Island Home,Fuel Oil | Natural Gas,Healthcare ,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/southoaks_case_study_02may13.pdf,Amityville,NY,New York-New Jersey,1300,1990,622110 General Medical and Surgical Hospitals,1,
432,Williams College,Fuel Oil | Natural Gas,District Energy | Universities and Colleges,Steam Turbine,Process Heat | Space Heating | Water Heating,http://www.chptap.org/Data/projects/WilliamsCollege_profile.pdf,Williamstown,MA,New England,3000,2004,"611310 Colleges, Universities and Professional Schools",1,
439,St. Paul Island,Fuel Oil,District Energy,Reciprocating Engine | Renewables Integrated with CHP,Space Heating,http://www.chptap.org/Data/projects/StPaulIsland-Project_Profile.pdf,St. Paul Island,AK,Northwest,300,1999,531312 Nonresidential Property Managers,1,
440,Alaska Village Electric Cooperative - Anvik,Fuel Oil,Utilities,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/ANVIK-Project_Profile.pdf,Anvik,AK,Northwest,495,1999,221112 Fossil Fuel Electric Power Generation,1,
441,Golovin City,Fuel Oil,Utilities,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/GOLOVIN-Project_Profile.pdf,Golovin,AK,Northwest,570,2004,221112 Fossil Fuel Electric Power Generation,1,
442,Inside Passage Electric Cooperative - Angoon,Fuel Oil,District Energy | Schools | Utilities,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/ANGOON-Project_Profile.pdf,Angoon,AK,Northwest,1585,1990,221112 Fossil Fuel Electric Power Generation,1,
443,Kokhanok City,Fuel Oil,Utilities,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/KOKHANOK-Project_Profile.pdf,Kokhanok,AK,Northwest,495,2004,221112 Fossil Fuel Electric Power Generation,1,
444,"Village Council, Kongiganak City",Fuel Oil,Utilities,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/KONGIGANAK-Project_Profile.pdf,Kongiganak,AK,Northwest,755,2005,221112 Fossil Fuel Electric Power Generation,1,
445,"Village Council, Kwigillingok City",Fuel Oil,Utilities,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/KWIGILLINGOK-Project_Profile.pdf,Kwigillingok,AK,Northwest,585,2005,221112 Fossil Fuel Electric Power Generation,1,
446,"Village Council, Stevens Village",Fuel Oil,Utilities,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/STEVENS-Project_Profile.pdf,Stevens Village,AK,Northwest,260,2003,221112 Fossil Fuel Electric Power Generation,1,
449,University of Montana ,Natural Gas,District Energy | Universities and Colleges,Steam Turbine,Space Heating,http://www.chptap.org/Data/projects/UniversityOfMontanaMissoula-Project_Profile.pdf,Missoula,MT,Upper-West,440,1995,"611310 Colleges, Universities and Professional Schools",1,
455,Vineyard 29,Natural Gas,Wineries,Microturbine,Process Heat | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/vineyard-29-Project_Profile.pdf,St. Helena,CA,Western,120,2003,312130 Wineries,1,
456,The Ritz-Carlton Hotel in San Francisco,Natural Gas,Hotels,Microturbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/ritz-carlton-Project_Profile.pdf,San Francisco,CA,Western,240,2005,721110 Hotels and Motels,1,
461,Transamerica Pyramid Building,Natural Gas,Office Buildings and Skyscrapers,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/pyramid-building.pdf,San Francisco,CA,Western,1000,2007,531312 Nonresidential Property Managers,1,
467,Columbia Energy Center,Natural Gas,Utilities,Combined Cycle Gas Turbine | Combustion Turbine | Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/columbia_energy_center-Project_Profile.pdf,Gaston,SC,Southeast,455000,2004,221112 Fossil Fuel Electric Power Generation,1,Updated link per SE CHP TAP
473,UNC Chapel Hill,Coal | Fuel Oil | Natural Gas,District Energy | Universities and Colleges,Steam Turbine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/UNC_Chapel_Hill-CHP_Project_Profile.pdf,Chapel Hill,NC,Southeast,32000,1992,"611310 Colleges, Universities and Professional Schools",1,
474,Alaska Village Electric Cooperative - Grayling,Fuel Oil,Utilities,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/GRAYLING-Project_Profile.pdf,Grayling,AK,Northwest,546,1999,221112 Fossil Fuel Electric Power Generation,1,
477,Kennecott Utah Copper Refinery,Natural Gas,Metals,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/Kennecott_Utah_Copper_Refinery-Project_Profile.pdf,Magna,UT,Upper-West,7600,2010,331411 Primary Smelting and Refining of Copper,1,
481,Kennecott Utah Copper Smelter,Waste Heat,Metals,Steam Turbine,Electricity | None,http://www.chptap.org/Data/projects/Kennecott_Utah_Copper_Smelter-Project_Profile.pdf,Magna,UT,Upper-West,32000,1995,331411 Primary Smelting and Refining of Copper,1,
482,CF Industries,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/cf-industries_yazoo-Project_Profile.pdf,Yazoo City,MS,Southeast,20000,1984,325311 Nitrogenous Fertilizer Manufacturing,1,
485,Vanderbilt University,Coal | Natural Gas,District Energy | Universities and Colleges,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating | Steam,http://www.chptap.org/Data/projects/vanderbilt-Project_Profile.pdf,Nashville,TN,Southeast,17000,1925,"611310 Colleges, Universities and Professional Schools",1,
493,Simpson Tacoma Kraft,Biomass,Pulp and Paper ,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/Simpson%20Tacoma%20Kraft-Project_Profile.pdf,Tacoma,WA,Northwest,60000,2009,322121 Paper Mills,1,
494,Finley Buttes Regional Landfill,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Water Heating,http://www.chptap.org/Data/projects/FinleyButtesLandfill-Project_Profile.pdf,Boardman,OR,Northwest,4800,2007,562212 Solid Waste Landfills,1,
496,"Ergon, Inc.",Natural Gas,Refineries,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/ergon-Project_Profile.pdf,Vicksburg,MS,Southeast,4720,1994,324110 Petroleum Refineries,1,Updated link to TAPs url
497,University of Utah,Natural Gas,District Energy | Universities and Colleges,Combustion Turbine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/University_of_Utah-Project_Profile.pdf,Salt Lake City,UT,Upper-West,6500,2008,"611310 Colleges, Universities and Professional Schools",1,
499,Houston Methodist Hospital,Natural Gas,Healthcare ,Combustion Turbine,Space Cooling | Space Heating | Steam,http://www.chptap.org/Data/projects/Methodist_Hospital_Houston-Project_Profile.pdf,Houston,TX,Southcentral,4600,2011,622110 General Medical and Surgical Hospitals,1,
500,"University of Texas, Austin",Natural Gas,District Energy | Universities and Colleges,Combined Cycle Gas Turbine | Combustion Turbine | Steam Turbine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/University_of_Texas-Project_Profile.pdf,Austin,TX,Southcentral,137000,1929,"611310 Colleges, Universities and Professional Schools",1,
501,Snowbird Ski and Summer Resort,Natural Gas,Hotels,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/Snowbird-Project_Profile.pdf,Snowbird,UT,Upper-West,2000,1987,721110 Hotels and Motels,1,
502,Bradley Airport Energy Center,Natural Gas,Transportation,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/BradleyAirportpp.pdf,Windsor Locks,CT,New England,5800,2002,488111 Air Traffic Control,1,Fixed broken link to project profile
503,Cooley Dickinson Hospital,Biomass,Healthcare ,Steam Turbine,Process Heat | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/CooleyDickinsonCaseStudy1.pdf,Northampton,MA,New England,500,2006,622110 General Medical and Surgical Hospitals,1,
504,Frito-Lay Killingly,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat,http://www.energy.gov/sites/prod/files/2015/08/f26/PepsiCo%20Frito-Lay%20CHP%20Case%20Study_07.02.15.pdf,Killingly,CT,New England,4500,2009,311919 Other Snack Food Manufacturing,1,
505,University of Massachusetts,Fuel Oil | Natural Gas,District Energy | Universities and Colleges,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/UMASSCaseStudy1.pdf,Amherst,MA,New England,16000,2009,"611310 Colleges, Universities and Professional Schools",1,
506,Smith College Energy Center,Fuel Oil | Natural Gas,District Energy | Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/SmithCollege3.5MWCHPApplication1.pdf,Northampton,MA,New England,3500,2008,"611310 Colleges, Universities and Professional Schools",1,
507,Seaman Paper,Biomass,Pulp and Paper ,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/Seamanpaper1.pdf,Otter River,MA,New England,283,2009,322121 Paper Mills,1,
509,San Diego VA Hospital,Natural Gas,Healthcare ,Combustion Turbine,Process Heat | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/san-diego-va-Project_Profile.pdf,San Diego,CA,Western,4600,2005,622110 General Medical and Surgical Hospitals,1,
510,Smithfield Gardens Assisted Living Community,Natural Gas,Healthcare ,Reciprocating Engine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/SmithfieldGardensCaseStudy1.pdf,Seymour,CT,New England,75,2006,623311 Continuing Care Retirement Communities,1,
511,Burlingame Wastewater Treatment Plant,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Process Heat,http://www.chptap.org/Data/projects/burlingame-wastewater-treatment-Project_Profile.pdf,Burlingame,CA,Western,177,2006,221320 Sewage Treatment Facilities,1,
515,Thermal Energy Corporation (TECO) CHP Project,Natural Gas,District Energy | Healthcare ,Combustion Turbine | Steam Turbine,Dehumidification | Electricity | Space Cooling | Space Heating | Steam | Water Heating,http://www.chptap.org/Data/projects/Texas_Medical_Center-Project_Profile.pdf,Houston,TX,Southcentral,48000,2010,622110 General Medical and Surgical Hospitals,1,Need to get updated URL from C. Brinker
516,Southside Water Reclamation Plant,Biogas | Natural Gas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/Southside_Water_Reclamation-Project_Profile.pdf,Albuquerque,NM,Southcentral,6600,1986,221320 Sewage Treatment Facilities,1,
518,James H. Quillen VA Medical Center,Biogas,Healthcare ,Reciprocating Engine,Space Cooling | Space Heating | Steam,http://www.chptap.org/Data/projects/james_quillen_medical_center-project_profile1.pdf,Mountain Home,TN,Southeast,3200,2001,622110 General Medical and Surgical Hospitals,1,
519,EMWD Microturbine Energy System,Natural Gas,District Energy | Office Buildings and Skyscrapers | Utilities | Waste and Wastewater Treatment ,Microturbine,None | Space Cooling,http://www.chptap.org/Data/projects/moreno-valley-Project_Profile.pdf,Riverside County,CA,Western,480,2002,221310 Water Supply and Irrigation Systems,1,
520,Kaiser Medical Center Vacaville,Natural Gas,Healthcare ,Microturbine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/kaiser-medical-center-vacaville-Project_Profile.pdf,Vacaville,CA,Western,750,2009,622110 General Medical and Surgical Hospitals,1,
523,Rochester Airport,Natural Gas,Transportation,Reciprocating Engine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/RochesterAirportCaseStudy_Final.pdf,Rochester,NY,New York-New Jersey,1500,2002,488111 Air Traffic Control,1,
524,Simonds International,Natural Gas,Manufacturing ,Reciprocating Engine,Process Heat | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/SimondsCaseStudy_Final1.pdf,Fitchburg,MA,New England,1800,2011,332216 Saw Blade and Handtool Manufacturing,1,
525,Syracuse University,Natural Gas,Data Centers | Universities and Colleges,Microturbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/SyracuseCaseStudy_Final.pdf,Syracuse,NY,New York-New Jersey,780,2009,"611310 Colleges, Universities and Professional Schools",1,
529,East Bay Municipal Utility District WWTP,Biogas,Utilities | Waste and Wastewater Treatment ,Combustion Turbine | Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/ebmud-wwtp.pdf,Oakland,CA,Western,11000,1985,221320 Sewage Treatment Facilities,1,
530,Port Arthur Steam Energy / Oxbow Corp.,Waste Heat,Manufacturing ,Steam Turbine,Electricity | Process Heat | Steam,http://www.chptap.org/Data/projects/Port_Arthur_Steam-Project_Profile.pdf,Port Arthur,TX,Southcentral,5000,2005,324199 Other Petroleum and Coal Products Manufacturing,1,
531,Mississippi Baptist Medical Center,Natural Gas,Healthcare ,Combustion Turbine,Process Heat | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/ms_baptist_medical_center-Project_Profile.pdf,Jackson,MS,Southeast,4600,1991,622110 General Medical and Surgical Hospitals,1,
532,Allentown Wastewater Treatment Plant,Biogas,Waste and Wastewater Treatment ,Microturbine,Anaerobic Digester,http://www.chptap.org/Data/projects/allentown_wwtp_project_profile1.pdf,Allentown,PA,Mid-Atlantic,390,2001,221320 Sewage Treatment Facilities,1,
533,Evergreen Community Power Plant,Biomass,Pulp and Paper ,Steam Turbine,Steam,http://www.chptap.org/Data/projects/evergreen_project_profile1.pdf,Reading,PA,Mid-Atlantic,33000,2008,322121 Paper Mills,1,
534,St. Helena Hospital,Natural Gas,Healthcare ,Fuel Cell,Space Heating | Water Heating,http://www.chptap.org/Data/projects/st-helena-hospital.pdf,St. Helena,CA,Western,400,2010,622110 General Medical and Surgical Hospitals,1,
535,Danville Sanitary District,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/Danville-Project_Profile.pdf,Danville,IL,Midwest,150,2013,221320 Sewage Treatment Facilities,1,
536,Downers Grove Sanitary District,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/DownersGrove-Project_Profile.pdf,Downers Grove,IL,Midwest,280,2014,221320 Sewage Treatment Facilities,1,
537,Freres Lumber,Biomass,Forest Products,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/FreresLumber-Project_Profile.pdf,Lyons,OR,Northwest,10500,2007,321113 Sawmills,1,
538,Budd Inlet Wastewater Treatment Facility (LOTT),Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Process Heat,http://www.chptap.org/Data/projects/BuddInletWWTF-Project_Profile.pdf,Olympia,WA,Northwest,2000,2007,221320 Sewage Treatment Facilities,1,
539,Cox Interior,Biomass,Manufacturing ,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/cox_interior-Project_Profile.pdf,Campbellsville,KY,Southeast,5000,1994,321918 Other Millwork,1,
540,Eastman's Tennessee Operations,Coal | Natural Gas,Manufacturing ,Steam Turbine,Process Heat | Space Heating,http://www.chptap.org/Data/projects/eastman-Project_Profile.pdf,Kingsport,TN,Southeast,200000,1930,325211 Plastics Material and Resin Manufacturing,1,
541,BP's Helios Plaza,Natural Gas,Data Centers | Office Buildings and Skyscrapers,Combustion Turbine,Space Cooling,http://www.chptap.org/Data/projects/Helios_Plaza-Project_Profile.pdf,Houston,TX,Southcentral,4600,2009,531312 Nonresidential Property Managers,1,
542,Arizona State University,Natural Gas,Universities and Colleges,Combustion Turbine | Steam Turbine,Space Heating | Steam,http://www.chptap.org/Data/projects/Arizona_State_University-Project_Profile.pdf,Tempe,AZ,Western,9000,2006,"611310 Colleges, Universities and Professional Schools",1,
543,Dell Children's Medical Center & Austin Energy,Natural Gas,Healthcare  | Utilities,Combustion Turbine,Space Cooling | Steam,http://www.chptap.org/Data/projects/Dell_Childrens_Medical_Center-Project_Profile.pdf,Austin,TX,Southcentral,4300,2007,622110 General Medical and Surgical Hospitals,1,
544,O'Hair Shutters,Natural Gas,Manufacturing ,Reciprocating Engine,Process Heat,http://www.chptap.org/Data/projects/OHair_Shutters-Project_Profile.pdf,Lubbock,TX,Southcentral,1300,2011,321918 Other Millwork,1,
545,University of Colorado at Boulder,Natural Gas,Universities and Colleges,Combustion Turbine | Steam Turbine,Steam,http://www.chptap.org/Data/projects/CU-Boulder-Project_Profile.pdf,Boulder,CO,Upper-West,32000,1992,"611310 Colleges, Universities and Professional Schools",1,
546,Toray Plastics America,Natural Gas,Manufacturing ,Combustion Turbine | Reciprocating Engine,Process Cooling | Space Heating | Steam,http://www.chptap.org/Data/projects/TorayCHP.pdf,North Kingstown,RI,New England,20000,2002,325211 Plastics Material and Resin Manufacturing,1,
547,Boa Vista Apartments,Natural Gas,Multi-family Housing | Office Buildings and Skyscrapers,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/boavistachp.pdf,New Bedford,MA,New England,75,2009,531110 Rental Housing,1,
548,Gurwin Jewish Nursing & Rehabilitation Center,Natural Gas,Healthcare ,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/GurwinCHP.pdf,Commack,NY,New York-New Jersey,450,2010,623311 Continuing Care Retirement Communities,1,
549,Cokenergy,Waste Heat,Metals | Utilities,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/Cokenergy-Project_Profile.pdf,East Chicago,IN,Midwest,95000,1998,331110 Iron and Steel Mills,1,
550,First National Bank,Natural Gas,Data Centers,Fuel Cell,Space Heating,http://www.chptap.org/Data/projects/FirstNationalBank-Project_Profile.pdf,Omaha,NE,Central,400,2013,"518210 Data Processing, Hosting and Related Services",1,
551,Northern Border Pipeline,Waste Heat,Pipelines,Organic Rankine Cycle,Electricity,http://www.chptap.org/Data/projects/NorthernBorderPipeline-Project_Profile.pdf,St. Anthony,ND,Upper-West,5500,2006,221210 Natural Gas Distribution,1,
552,Des Moines Wastewater Reclamation Authority,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/DesMoinesWastewaterReclamationAuthority-Project_Profile.pdf,Des Moines,IA,Central,4600,1992,221320 Sewage Treatment Facilities,1,
553,Pfizer - Andover,Natural Gas,Healthcare ,Combustion Turbine,Process Heat | Space Heating | Steam,http://www.chptap.org/Data/projects/PfizerAndover_FINAL.pdf,Andover,MA,New England,10000,1999,325411 Medicinal and Botanical Manufacturing,1,
554,Houweling's Tomatoes,Natural Gas,Agriculture,Reciprocating Engine,Space Heating,http://www.chptap.org/Data/projects/houweling-tomatoes.pdf,Camarillo,CA,Western,12500,2012,111219 Other Vegetable (except Potato) and Melon Farming,1,
555,F-D-S Manufacturing Company,Natural Gas,Manufacturing ,Microturbine | Other,Electricity | Process Cooling | Process Heat,http://www.chptap.org/Data/projects/fds-manufacturing.pdf,Pomona,CA,Western,390,2009,326199 All Other Plastics Product Manufacturing,1,
