Location,School/Institution,Degree/Certificate,Associated Lab/Research Center/Program,Tags,Link,Zip Code,City/State,Latitude,Longitude,Description,Course Type,Bioenergy Systems,Consortium
Iowa,Iowa State University,Bachelors; Masters; Doctorate,Biorenewable Resources and Technology; Biological Systems Engineering,Engineering,https://catalog.iastate.edu/interdisciplinaryprograms/graduate/biorenewableresourcesandtechnology/,50011,"Ames, IA",41.878,-93.0977,"At Iowa State University the graduate program in Biorenewable Resources and Technology offers students advanced study in utilizing plant and crop-based resources in the production of bio-based products (fuels, chemicals, materials, and energy). In this multi-disciplinary program, students may earn bioenergy-related degrees such as a master of science and doctor of philosophy in Biorenewable Resources and Technology, and a minor to students taking major work in other departments. Students admitted to the Biorenewable Resources and Technology interdepartmental graduate program may pursue MS, Ph.D., or a Ph.D. minor degree. ",Classroom; Online,Terrestrial,
Mississippi,University of Mississippi,Bachelors; Masters; Doctorate,Sustainable Bioproducts,Business; Sciences,http://catalog.msstate.edu/undergraduate/collegesanddegreeprograms/collegeofforestresources/departmentofforestproducts/,39762,"Mississippi State, MS",32.3547,-89.3985,"Students majoring in Sustainable Bioproducts at the University of Mississippi will develop a strong foundation in the manufacturing of wood and fiber-based products, their physical and mechanical properties, environmental implications, marketing, sales, and trading of wood and composite materials composed of agricultural residues and other natural fibers. Besides structural materials, specialty chemicals such as polymers and adhesives from natural resources, and bioenergy such as bio-oils, alcohols, and pelletized fuels are increasingly important to sustainable industrial production. In addition to utilizing the state’s timber and agricultural residues, the program seeks to increase the use life of wood and non-wood materials, and to enhance sustainability by use of preservative treatments and developing improved designs. 
",Classroom,Terrestrial,
Montana,Montana State University ,Bachelors,Sustainable Food and Bioenergy Systems,Agriculture; Sciences,http://catalog.montana.edu/undergraduate/education-health-human-development/sustainable-food-bioenergy-systems/,59717,"Bozeman, MT",45.6674,-111.0546,"The Montana State University Sustainable Food and Bioenergy Systems (SFBS) program offers an interdisciplinary, hands-on curriculum focused on the ecological, cultural, economic, and health aspects of food and bioenergy systems from production through consumption. The degree plan is intended to prepare and motivate students as agents of change to address society's most pressing food and bioenergy issues towards sustained environmental and human well-being. Students of the program are provided with broad interdisciplinary training founded on a core SFBS curriculum while gaining disciplinary training by selecting one of four program options: (1) Sustainable Food Systems, (2) Agroecology, (3) Sustainable Crop Production and, (4) Sustainable Livestock Production.",Classroom,Terrestrial,
Utah,Utah State University,Bachelors; Masters; Doctorate,Biological Engineering- Bioprocess Engineering,Engineering; Sciences,https://engineering.usu.edu/be/,84322,"Logan, UT",41.7452,-111.8097,"The Biological Engineering Program at Utah State University emphasizes Bioprocessing, Bioenergy, and Biomedical Engineering to meet these demands. Research, design, manufacturing, testing, quality, and processing engineers are all needed in these areas of biological engineering. The Biological Engineering Program is an emerging discipline that combines science and engineering principles. The program provides students with fundamental engineering knowledge and problem-solving skills that can be applied to a variety of fields, including medicine, law, food, the environment, and more. Students may study in the following areas: Biomedical Engineering, Bioprocess Engineering, Synthetic Biological Engineering, Metabolic Engineering, Tissue Engineering, Biosensing, Biomaterials Engineering, Synthetic Biophotonics, and Bionanotechnolgy.",Classroom,Terrestrial,
Washington,University of Washington,Bachelors,Bioresource Science and Engineering ,Environmental and Forest Sciences ,https://sefs.uw.edu/students/undergraduate/bse-major/,98195,"Seattle, WA",47.655548,-122.3032,"The University of Washington's Bioresource Science and Engineering (BSE) degree is for students seeking training in chemical and physical sciences and chemical engineering as applied to manufacturing fiber products, fuels, and chemicals from biomass resources. A way in which the BSE degree prepares students for employment in the bioenergy industry includes teaching them the fundamentals of science and engineering related to the conversion of biomass to fuels, chemicals, and pulp and paper products. The program emphasizes the application of mathematics, chemistry, and engineering to paper and bioresources-based industries.",Classroom,Terrestrial,
Alabama,Alabama A&M University,Masters; Doctorate,Plant and Soil Science,Sciences,https://www.aamu.edu/academics/graduate-studies/masters-plant-soil-science.html ,35811,"Huntsville, Alabama",34.7876485,-86.51957486,"In the Alabama A&M University Plant and Soil Science M.S. program, students may specialize in one of the following areas: Plant Breeding, Tissue Culture, Biotechnology, Plant Genetics and Cytogenetics, Molecular Genetics, Crop Production, Sustainable Agriculture, Seed Science and technology, Plant Physiology, Plant Pathology, Horticulture, Forestry, Entomology, Environmental Science, Remote Sensing, Soil Chemistry, Soil Fertility, Soil Microbiology or Soil (Genesis, Morphology and Conservation). Bioenergy feedstock production can scale up with the support of plant and soil scientists' crop and agricultural materials research expertise, which can be used to manufacture renewable energy sources and other bio-based goods.",Classroom,Terrestrial,
District of Columbia,American Biogas Council,Certification,Digester Operator Certification,Agriculture; Operations,https://americanbiogascouncil.org/digester-operator-certification/,20036,"Washington, DC",38.90071496,-77.036489,"The American Biogas Council’s (ABC’s) Digester Operator Certification increases bioenergy professionals' understanding of anaerobic digesters, allowing them to optimize digester performance and avoid costly operational mistakes. To complete Operator Certification, operators must complete three parts: an 18-part training course, proof of operations experience, and passing the operator's exam.",Classroom; Online,Terrestrial,
District of Columbia,American Biogas Council,Workshop,Digestor Operator School,Agriculture; Operations,https://americanbiogascouncil.org/operator-training/,20036,"Washington, DC",38.90071496,-77.036489,"The American Biogas Council's Digestor Operator School is designed to help bioenergy operators optimize their biogas systems and reduce costly mistakes, students will attend seven afternoon sessions throughout the month, including 14 modules consisting of over 20 PDH hours of training from the industry’s most expert operators. You’ll learn the skills you need to excel on the job as a Biogas System Operator, including how to repair, maintain, and troubleshoot biogas system components.",Online,Terrestrial,
District of Columbia,American Biogas Council,Workshop,Biogas Business School,Agriculture; Operations,https://americanbiogascouncil.org/biogas-business-school/,20036,"Washington, DC",38.90071496,-77.036489,"Biogas systems have the ability to recycle organic waste into bioenergy, which can be used to move us away from fossil fuels. As you design new biogas systems, it’s critical to accurately assess risk and safety to make sure your system runs at optimal efficiency while minimizing the risk of downtime and operational issues that can dramatically impact profitability. In this American Biogas Council Workshop, all attendees–project developers, investors, underwriters, engineers and more–will learn how to conduct Process Safety Management, which covers impacts within the facility, and a Risk Management Plan, which people and the environment outside your facility. The training will be punctuated by lots of colorful project examples and case studies.",Classroom; Online,Terrestrial,
Arkansas,Arkansas State University,Bachelors; Masters,College of Agriculture,Business; Sciences ,https://www.astate.edu/college/agriculture-and-technology/degrees-offered/,72401,"Jonesboro, Arkansas",35.8377,-90.704976,"Arkansas State University's College of Agriculture programs include, Agricultural Business, Agricultural Science, Animal Science, and Plant and Soil Science. The agriculture programs at Arkansas State University prepare students for employment in the bioenergy industry by teaching them Agricultural Education, Agricultural Science, and Agricultural Systems Technology, crop production, horticulture, soil management, and precision agriculture technologies, among other things. Students will also be prepared to manage agricultural enterprises via courses in accounting, marketing, management, finance, and business law. These courses will give students a solid basis for jobs in the administration of agricultural businesses once they graduate from the program.",Classroom,Terrestrial,
